Fstar,primals,time,dual_relgaps,dual_cert,reg,strategy,gaps,relgaps
15910.140914505446,16393.481168994393,8.876873016357422,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.030379382375443346
15910.140914505446,16387.39083378758,8.926621198654175,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.029996586569954284
15910.140914505446,16381.497715335201,8.975270986557007,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.029626186428054462
15910.140914505446,16375.793120720602,9.023648023605347,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.029267635573900923
15910.140914505446,16370.26882458005,9.260378122329712,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.02892041701875184
15910.140914505446,16364.91703926844,9.322573184967041,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.02858404128579207
15910.140914505446,16359.73038722342,9.374925136566162,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.028258044673135436
15910.140914505446,16354.701875366234,9.422101974487305,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.027941987644840866
15910.140914505446,16349.824871348123,9.473689079284668,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.027635453337928148
15910.140914505446,16345.093081510922,9.521088123321533,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.027338046177135106
15910.140914505446,16340.50053039964,9.569544076919556,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.02704939058722171
15910.140914505446,16336.041541721272,9.618283033370972,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.02676912979617469
15910.140914505446,16331.710720619656,9.665335178375244,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.02649692472112931
15910.140914505446,15982.263151457602,68.30678105354309,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.0045330985652303
15910.140914505446,15982.19637177638,68.54235410690308,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.0045289012622911256
15910.140914505446,15982.12970731987,68.60546612739563,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.004524711201570223
15910.140914505446,15982.063157775907,68.65819215774536,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.004520528363447032
15910.140914505446,15981.996722831838,68.70487403869629,Float64(1000),5.536699809304472e-6,0.05,gradient,Float64(1000),0.004516352728270352
15910.140914505446,112862.78864510865,0.0019550323486328125,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),6.093764238267081
15910.140914505446,41094.94534550066,0.39414000511169434,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.5829403753447562
