commit,cell_id,cell_name,mu0,reg,seed,n,p,lambda_,n_iter,stop_crit,primal,runtime,converged,intercept,strategy
8f9cbd77,73,cell_073,0.9,0.5,3,500,1000,0.06569633693720206,3,3.007084720119124e-10,0.5598169316387649,0.01048994600023434,true,1.0372557904373185,newton
8f9cbd77,74,cell_074,0.9,0.2,3,500,1000,0.026278534774880825,5,5.061067932798924e-9,0.4497295221111511,0.01952855499985162,true,1.3401191468840845,newton
8f9cbd77,75,cell_075,0.9,0.1,3,500,1000,0.013139267387440413,10,1.0929334381959421e-9,0.3403008678008065,0.06004857500010985,true,1.7359126929163882,newton
8f9cbd77,76,cell_076,0.9,0.05,3,500,1000,0.006569633693720206,12,1.645817457145149e-9,0.2313401667413011,0.19058078399939404,true,2.2512367502078883,newton
8f9cbd77,77,cell_077,0.9,0.02,3,500,1000,0.0026278534774880824,14,4.379439717989986e-9,0.12488339094985401,0.6317733229989244,true,3.0074473623681115,newton
8f9cbd77,78,cell_078,0.9,0.01,3,500,1000,0.0013139267387440412,17,2.4492274723099394e-10,0.07462900541544974,1.5493061799988936,true,3.604328042240239,newton
8f9cbd77,79,cell_079,0.95,0.5,3,500,1000,0.05953592169030551,4,5.367297578606767e-11,0.47764828057110276,0.012727695999274147,true,1.465483173640053,newton
8f9cbd77,80,cell_080,0.95,0.2,3,500,1000,0.023814368676122206,6,1.1819928473488783e-9,0.3771793435351644,0.023313372999837156,true,1.906559518687515,newton
8f9cbd77,81,cell_081,0.95,0.1,3,500,1000,0.011907184338061103,10,7.085730873573892e-10,0.2799353434234431,0.07494584899905021,true,2.4614028655202325,newton
8f9cbd77,82,cell_082,0.95,0.05,3,500,1000,0.0059535921690305514,13,3.72581480945211e-9,0.18740350065133207,0.1721022660003655,true,3.172968356086287,newton
8f9cbd77,83,cell_083,0.95,0.02,3,500,1000,0.0023814368676122206,15,3.107119213394821e-9,0.09986016930699065,0.6150126739994448,true,4.209898317523766,newton
8f9cbd77,84,cell_084,0.95,0.01,3,500,1000,0.0011907184338061103,16,3.646692397270973e-9,0.05928204331235569,1.682936677001635,true,5.000421824420279,newton
8f9cbd77,85,cell_085,0.99,0.5,3,500,1000,0.031911438182327195,6,8.485368255262138e-9,0.2898330235958322,0.019489078998958576,true,2.4619351455685075,newton
8f9cbd77,86,cell_086,0.99,0.2,3,500,1000,0.01276457527293088,11,3.187889707420566e-9,0.20786793625919103,0.0625176690009539,true,3.2830286010038563,newton
8f9cbd77,87,cell_087,0.99,0.1,3,500,1000,0.00638228763646544,13,3.1278344463092633e-9,0.14013855426694855,0.13781204699989758,true,4.156678156315532,newton
8f9cbd77,88,cell_088,0.99,0.05,3,500,1000,0.00319114381823272,15,7.655346560223736e-9,0.08792489903862287,0.46902015900013794,true,5.104707072903693,newton
8f9cbd77,89,cell_089,0.99,0.02,3,500,1000,0.0012764575272930878,8,8.535122077851787e-9,0.04448800272437686,3.3432225010001275,true,6.3641751144949,newton
8f9cbd77,90,cell_090,0.99,0.01,3,500,1000,0.0006382287636465439,8,9.841195747748756e-9,0.02574669343344978,7.892212966000443,true,7.3053910346501825,newton
