problem,type,thresh,npasses,primal,final_lambda,runtime,jerr,subopt,mode
news20-3pct,modified.Newton,1.0e-5,375,0.0497686504975179,0.00228639068886428,0.343000000000004,0,2.944493331719783e-5,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-6,515,0.0497557894008201,0.00228639068886428,0.353999999999999,0,1.6583836619399328e-5,modified.Newton
news20-3pct,modified.Newton,1.0e-6,759,0.0497502268320067,0.00228639068886428,0.375,0,1.1021267805999546e-5,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-7,1044,0.0497442343842696,0.00228639068886428,0.402999999999999,0,5.028820068898876e-6,modified.Newton
news20-3pct,modified.Newton,1.0e-7,1375,0.0497414512636179,0.00228639068886428,0.429000000000002,0,2.2456994171957123e-6,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-8,1810,0.0497400814643629,0.00228639068886428,0.467000000000006,0,8.75900162199128e-7,modified.Newton
news20-3pct,modified.Newton,1.0e-8,2331,0.0497395010372115,0.00228639068886428,0.509999999999998,0,2.954730108015169e-7,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-9,2955,0.0497392970516327,0.00228639068886428,0.584000000000003,0,9.148743199821618e-8,modified.Newton
news20-3pct,modified.Newton,1.0e-9,3669,0.0497392336091548,0.00228639068886428,0.646000000000001,0,2.8044954095141073e-8,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-10,4479,0.049739214017006,0.00228639068886428,0.811999999999998,0,8.452805295988686e-9,modified.Newton
news20-3pct,modified.Newton,1.0e-10,5390,0.0497392081078855,0.00228639068886428,1.414,0,2.5436847975179866e-9,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-11,6397,0.0497392063626948,0.00228639068886428,1.127,0,7.984940972316501e-10,modified.Newton
news20-3pct,modified.Newton,1.0e-11,7528,0.0497392058131716,0.00228639068886428,1.093,0,2.4897089945241646e-10,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-12,8752,0.0497392056406266,0.00228639068886428,1.259,0,7.642590033052343e-11,modified.Newton
news20-3pct,modified.Newton,1.0e-12,10064,0.0497392055869934,0.00228639068886428,1.417,0,2.2792698284312962e-11,modified.Newton
news20-3pct,modified.Newton,3.16227766016838e-13,11481,0.0497392055706548,0.00228639068886428,1.618,0,6.454101142416846e-12,modified.Newton
news20-3pct,modified.Newton,1.0e-13,12972,0.0497392055660797,0.00228639068886428,1.772,0,1.878996958026846e-12,modified.Newton
