p,n,time,reg,strategy,gaps,primals,it,s,relgaps,μ0
1000,500,1.2779650688171387,0.05,gradient,0.019112616224163048,130.27668030834496,1,10,0.00014670788493325443,$\mu_0 = 0.5$
1000,500,1.2899649143218994,0.05,gradient,0.016977026363861114,130.27667999154315,1,10,0.00013031515974281177,$\mu_0 = 0.5$
1000,500,1.3019659519195557,0.05,gradient,0.017531175783204844,130.2766797607025,1,10,0.00013456879477897977,$\mu_0 = 0.5$
1000,500,1.3139660358428955,0.05,gradient,0.01805688202904321,130.2766795577656,1,10,0.00013860410082862652,$\mu_0 = 0.5$
1000,500,1.3259639739990234,0.05,gradient,0.014836792555627198,130.2766794179126,1,10,0.00011388678788804922,$\mu_0 = 0.5$
1000,500,1.3379740715026855,0.05,gradient,0.01407918070492542,130.27667928465388,1,10,0.00010807138148004588,$\mu_0 = 0.5$
1000,500,1.3499670028686523,0.05,gradient,0.009306226255205274,130.27667918457394,1,10,7.143432204025066e-5,$\mu_0 = 0.5$
1000,500,1.3619670867919922,0.05,gradient,0.011521877186567053,130.27667909895303,1,10,8.844159419979911e-5,$\mu_0 = 0.5$
1000,500,1.373966932296753,0.05,gradient,0.008263030335513122,130.2766790311347,1,10,6.342678057934182e-5,$\mu_0 = 0.5$
1000,500,1.3859660625457764,0.05,gradient,0.010836772477119894,130.27667897771326,1,10,8.318275045201118e-5,$\mu_0 = 0.5$
1000,500,1.397968053817749,0.05,gradient,0.010464259411833154,130.27667893539055,1,10,8.032335101989208e-5,$\mu_0 = 0.5$
1000,500,1.4129729270935059,0.05,gradient,0.006911662046377387,130.2766788969696,1,10,5.3053716942258967e-5,$\mu_0 = 0.5$
1000,500,1.4279720783233643,0.05,gradient,0.009364643366410519,130.2766788692513,1,10,7.188273026064083e-5,$\mu_0 = 0.5$
1000,500,1.44297194480896,0.05,gradient,0.006789001632739655,130.2766788450033,1,10,5.211217919376707e-5,$\mu_0 = 0.5$
1000,500,1.4579689502716064,0.05,gradient,0.005207017059234431,130.276678826277,1,10,3.996891159758494e-5,$\mu_0 = 0.5$
1000,500,1.476315975189209,0.05,gradient,0.00673920517013471,130.2766788101279,1,10,5.172994300811724e-5,$\mu_0 = 0.5$
1000,500,1.4909589290618896,0.05,gradient,0.003395257629506432,130.276678796657,1,10,2.6061898882193156e-5,$\mu_0 = 0.5$
1000,500,1.5059659481048584,0.05,gradient,0.004097634107097292,130.27667878708775,1,10,3.1453320312180275e-5,$\mu_0 = 0.5$
1000,500,1.5209760665893555,0.05,gradient,0.004157875797261568,130.27667877722848,1,10,3.19157337774283e-5,$\mu_0 = 0.5$
1000,500,1.5359649658203125,0.05,gradient,0.003660250893318562,130.27667877028358,1,10,2.809597947897236e-5,$\mu_0 = 0.5$
1000,500,1.5509750843048096,0.05,gradient,0.0023636018970876194,130.276678765116,1,10,1.8142939469228452e-5,$\mu_0 = 0.5$
1000,500,1.5629611015319824,0.05,gradient,0.0022311727759642963,130.27667876062912,1,10,1.7126417384832644e-5,$\mu_0 = 0.5$
1000,500,1.5749609470367432,0.05,gradient,0.0024478435325363535,130.27667875700365,1,10,1.8789575815807768e-5,$\mu_0 = 0.5$
1000,500,1.5899710655212402,0.05,gradient,0.0020252272678362715,130.27667875433147,1,10,1.5545585650485706e-5,$\mu_0 = 0.5$
1000,500,1.6049160957336426,0.05,gradient,0.0022495446738730607,130.27667875199046,1,10,1.7267439540391957e-5,$\mu_0 = 0.5$
1000,500,1.619966983795166,0.05,gradient,0.001853787734916068,130.2766787500998,1,10,1.4229620778651052e-5,$\mu_0 = 0.5$
1000,500,1.6329710483551025,0.05,gradient,0.0015602211005045774,130.27667874852148,1,10,1.197621182465311e-5,$\mu_0 = 0.5$
1000,500,1.6479671001434326,0.05,gradient,0.0008269749357054934,130.27667874729974,1,10,6.347835573161894e-6,$\mu_0 = 0.5$
1000,500,1.6629719734191895,0.05,gradient,0.0012144897933694665,130.27667874616628,1,10,9.32238835882363e-6,$\mu_0 = 0.5$
1000,500,1.6779799461364746,0.05,gradient,0.0012252878033791603,130.27667874537735,1,10,9.405273569906981e-6,$\mu_0 = 0.5$
1000,500,1.6929709911346436,0.05,gradient,0.0010552007092314852,130.27667874470848,1,10,8.09968997827514e-6,$\mu_0 = 0.5$
1000,500,1.707961082458496,0.05,gradient,0.0006876514499083441,130.27667874415087,1,10,5.278392545290599e-6,$\mu_0 = 0.5$
1000,500,1.7229719161987305,0.05,gradient,0.0008348031395257749,130.27667874370462,1,10,6.407924638362146e-6,$\mu_0 = 0.5$
1000,500,1.7379770278930664,0.05,gradient,0.00076508157326316,130.27667874332207,1,10,5.87274392196138e-6,$\mu_0 = 0.5$
1000,500,1.7531840801239014,0.05,gradient,0.0006411317442598374,130.27667874305476,1,10,4.9213086367080655e-6,$\mu_0 = 0.5$
1000,500,1.7679779529571533,0.05,gradient,0.0005838963327562396,130.27667874282747,1,10,4.481971281359418e-6,$\mu_0 = 0.5$
1000,500,1.781973123550415,0.05,gradient,0.0006556539962332408,130.27667874263318,1,10,5.032781020834218e-6,$\mu_0 = 0.5$
1000,500,2.772007942199707,0.05,exact,1.2739930923544307e-6,27.87835149683754,1,10,4.569829362037242e-8,$\mu_0 = 0.99$
1000,500,2.785994052886963,0.05,exact,1.6932424991011885e-6,27.878351496837535,1,10,6.073682295358342e-8,$\mu_0 = 0.99$
1000,500,2.8000071048736572,0.05,exact,8.330735674633161e-7,27.87835149683755,1,10,2.9882454404013734e-8,$\mu_0 = 0.99$
1000,500,2.8204989433288574,0.05,exact,1.5416939760370951e-6,27.878351496837524,1,10,5.530075823213515e-8,$\mu_0 = 0.99$
1000,500,2.83400297164917,0.05,exact,1.462056115286714e-6,27.878351496837517,1,10,5.244413807798383e-8,$\mu_0 = 0.99$
1000,500,2.857996940612793,0.05,exact,1.4773457870376205e-6,27.878351496837503,1,10,5.299258054068259e-8,$\mu_0 = 0.99$
1000,500,2.882920026779175,0.05,exact,1.1273305986492232e-6,27.878351496837503,1,10,4.0437491391020975e-8,$\mu_0 = 0.99$
1000,500,2.913994073867798,0.05,exact,8.201447236899639e-7,27.878351496837507,1,10,2.9418695139954757e-8,$\mu_0 = 0.99$
1000,500,2.9460060596466064,0.05,exact,1.200298477499473e-6,27.878351496837507,1,10,4.305485844941849e-8,$\mu_0 = 0.99$
1000,500,2.9760029315948486,0.05,exact,8.079686608652992e-7,27.8783514968375,1,10,2.8981938223892276e-8,$\mu_0 = 0.99$
1000,500,3.0030081272125244,0.05,exact,8.781884730524325e-7,27.878351496837496,1,10,3.15007317829411e-8,$\mu_0 = 0.99$
1000,500,3.0210089683532715,0.05,exact,6.959895344493816e-7,27.878351496837485,1,10,2.496523277311912e-8,$\mu_0 = 0.99$
1000,500,3.0350630283355713,0.05,exact,7.49226231278044e-7,27.878351496837475,1,10,2.6874839832729577e-8,$\mu_0 = 0.99$
